stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
9100,,"Ulbrokas iela 13",,56.94587,24.21135,https://saraksti.rigassatiksme.lv,,
9101,,"Ulbrokas iela 13",,56.94541,24.21344,https://saraksti.rigassatiksme.lv,,
7990,,"Viršu iela",,56.95023,24.17745,https://saraksti.rigassatiksme.lv,,
7991,,"Viršu iela",,56.95041,24.17666,https://saraksti.rigassatiksme.lv,,
0218,,"Kreimeņu iela",,57.03605,24.09705,https://saraksti.rigassatiksme.lv,,
0255,,"Kultūras pils ""Ziemeļblāzma""",,57.03509,24.10036,https://saraksti.rigassatiksme.lv,,
0254,,"Martas Rinkas iela",,57.03446,24.10240,https://saraksti.rigassatiksme.lv,,
0283,,"Melīdas iela",,57.03227,24.10902,https://saraksti.rigassatiksme.lv,,
0282,,"Melīdas iela",,57.03157,24.10997,https://saraksti.rigassatiksme.lv,,
5456,,"A.Deglava iela",,56.94483,24.20657,https://saraksti.rigassatiksme.lv,,
5470,,"A.Saharova iela",,56.94396,24.20571,https://saraksti.rigassatiksme.lv,,
5455,,"Brāļu Kaudzīšu iela",,56.94170,24.20522,https://saraksti.rigassatiksme.lv,,
5471,,"Brāļu Kaudzīšu iela",,56.94074,24.20434,https://saraksti.rigassatiksme.lv,,
0493,,"Pavasara gatve",,56.93406,24.20199,https://saraksti.rigassatiksme.lv,,
0492,,"Pavasara gatve",,56.93297,24.20106,https://saraksti.rigassatiksme.lv,,
0394,,"Rudens iela",,56.93786,24.20314,https://saraksti.rigassatiksme.lv,,
0393,,"Rudens iela",,56.93727,24.20334,https://saraksti.rigassatiksme.lv,,
5042,,"Beberbeķi",,56.92393,23.91408,https://saraksti.rigassatiksme.lv,,
5041,,"Beberbeķi",,56.92820,23.91613,https://saraksti.rigassatiksme.lv,,
1550,,"Ceļš uz Vārnukrogu",,56.95976,23.95258,https://saraksti.rigassatiksme.lv,,
5081,,"Dabas parks",,56.93667,23.91854,https://saraksti.rigassatiksme.lv,,
5080,,"Dabas parks",,56.93688,23.91910,https://saraksti.rigassatiksme.lv,,
4131,,"Pagrieziens uz Piņķiem",,56.94603,23.92306,https://saraksti.rigassatiksme.lv,,
4132,,"Pagrieziens uz Piņķiem",,56.94404,23.92294,https://saraksti.rigassatiksme.lv,,
1297,,"Bauskas šoseja",,56.88223,24.15917,https://saraksti.rigassatiksme.lv,,
5323,,"Rāmava",,56.88995,24.14813,https://saraksti.rigassatiksme.lv,,
5324,,"Rāmava",,56.89064,24.14867,https://saraksti.rigassatiksme.lv,,
6445,,"Titurga",,56.88175,24.15953,https://saraksti.rigassatiksme.lv,,
7749a,,"Abrenes iela",,56.94608,24.13020,https://saraksti.rigassatiksme.lv,,
7749,,"Abrenes iela",,56.94610,24.12994,https://saraksti.rigassatiksme.lv,,
7749b,,"Abrenes iela",,56.94607,24.13052,https://saraksti.rigassatiksme.lv,,
7749c,,"Abrenes iela",,56.94607,24.13079,https://saraksti.rigassatiksme.lv,,
7749d,,"Abrenes iela",,56.94609,24.13124,https://saraksti.rigassatiksme.lv,,
1613,,"Bukulti",,57.02085,24.25880,https://saraksti.rigassatiksme.lv,,
1668,,"Lejasvīganti",,57.00675,24.26126,https://saraksti.rigassatiksme.lv,,
1669,,"Lejasvīganti",,57.00672,24.26116,https://saraksti.rigassatiksme.lv,,
2045,,"Āgenskalna iela",,56.94591,24.06205,https://saraksti.rigassatiksme.lv,,
2046,,"Āgenskalna priedes",,56.94459,24.05949,https://saraksti.rigassatiksme.lv,,
2094,,"Aizkraukles iela",,56.97558,24.18760,https://saraksti.rigassatiksme.lv,,
2099,,"Aizkraukles iela",,56.97530,24.18336,https://saraksti.rigassatiksme.lv,,
2093,,"Linezers",,56.97710,24.19293,https://saraksti.rigassatiksme.lv,,
0032,,"Bākas iela",,57.05224,24.06924,https://saraksti.rigassatiksme.lv,,
0031,,"Bākas iela",,57.05202,24.06830,https://saraksti.rigassatiksme.lv,,
1072,,"Anniņmuižas bulvāris",,56.95990,24.01233,https://saraksti.rigassatiksme.lv,,
1085,,"Anniņmuižas bulvāris",,56.96003,24.01380,https://saraksti.rigassatiksme.lv,,
1077,,"Anniņmuižas parks",,56.95402,24.00860,https://saraksti.rigassatiksme.lv,,
1084,,"Anniņmuižas parks",,56.95538,24.00893,https://saraksti.rigassatiksme.lv,,
1071,,"Kleistu iela",,56.96024,24.01804,https://saraksti.rigassatiksme.lv,,
1086,,"Kleistu iela",,56.95885,24.02189,https://saraksti.rigassatiksme.lv,,
1433,,"P.Lejiņa iela",,56.94699,24.01210,https://saraksti.rigassatiksme.lv,,
1432,,"Priedaines iela",,56.94300,24.01762,https://saraksti.rigassatiksme.lv,,
1431,,"Priedaines iela",,56.94359,24.01609,https://saraksti.rigassatiksme.lv,,
1537,,"Apuzes iela",,56.93373,24.03027,https://saraksti.rigassatiksme.lv,,
1427,,"Jūrkalnes iela",,56.93948,24.02227,https://saraksti.rigassatiksme.lv,,
1428,,"Jūrkalnes iela",,56.93929,24.02242,https://saraksti.rigassatiksme.lv,,
1429,,"Šampētera iela",,56.93788,24.02483,https://saraksti.rigassatiksme.lv,,
1430,,"Šampētera iela",,56.93736,24.02542,https://saraksti.rigassatiksme.lv,,
1403,,"Asītes iela",,56.92182,24.07433,https://saraksti.rigassatiksme.lv,,
0013,,"Airu iela",,57.04760,24.09548,https://saraksti.rigassatiksme.lv,,
0014,,"Airu iela",,57.04779,24.09624,https://saraksti.rigassatiksme.lv,,
0030,,"Atlantijas iela",,57.03779,24.08740,https://saraksti.rigassatiksme.lv,,
0029,,"Atlantijas iela",,57.03652,24.08643,https://saraksti.rigassatiksme.lv,,
0337,,"Ķīļu iela",,57.05023,24.10164,https://saraksti.rigassatiksme.lv,,
0336,,"Pagrieziens uz Vecmīlgrāvi",,57.05054,24.10184,https://saraksti.rigassatiksme.lv,,
0215,,"Vecdaugavas iela",,57.04450,24.09218,https://saraksti.rigassatiksme.lv,,
0214,,"Vecdaugavas iela",,57.04459,24.09203,https://saraksti.rigassatiksme.lv,,
0089,,"Vecmīlgrāvja D/P",,57.04190,24.08947,https://saraksti.rigassatiksme.lv,,
0088,,"Vecmīlgrāvja D/P",,57.04198,24.08883,https://saraksti.rigassatiksme.lv,,
8015,,"Mākoņkalns",,56.89502,24.16568,https://saraksti.rigassatiksme.lv,,
8016,,"Mākoņkalns",,56.89506,24.16515,https://saraksti.rigassatiksme.lv,,
2076,,"Avotu iela",,56.95066,24.13278,https://saraksti.rigassatiksme.lv,,
2069,,"Bruņinieku iela",,56.95228,24.14022,https://saraksti.rigassatiksme.lv,,
0272,,"Matīsa iela",,56.95291,24.14361,https://saraksti.rigassatiksme.lv,,
2070,,"Stabu iela",,56.95149,24.13640,https://saraksti.rigassatiksme.lv,,
2077,,"Stabu iela",,56.95159,24.13736,https://saraksti.rigassatiksme.lv,,
2033,,"Baložu iela",,56.94571,24.07205,https://saraksti.rigassatiksme.lv,,
5259,,"Pagrieziens uz Baložiem",,56.88402,24.15198,https://saraksti.rigassatiksme.lv,,
1316,,"Sūkņu stacija",,56.88352,24.14740,https://saraksti.rigassatiksme.lv,,
1308,,"Sūkņu stacija",,56.88349,24.14686,https://saraksti.rigassatiksme.lv,,
0041,,"Baltāsbaznīcas iela",,57.03630,24.09110,https://saraksti.rigassatiksme.lv,,
5010,,"Āgenskalna tirgus",,56.93569,24.07240,https://saraksti.rigassatiksme.lv,,
5011,,"Āgenskalna tirgus",,56.93571,24.07280,https://saraksti.rigassatiksme.lv,,
1112,,"E.Smiļģa iela",,56.93682,24.07786,https://saraksti.rigassatiksme.lv,,
1242,,"E.Smiļģa iela",,56.93665,24.07701,https://saraksti.rigassatiksme.lv,,
5136,,"Bišumuiža",,56.91498,24.14039,https://saraksti.rigassatiksme.lv,,
5137,,"Bišumuiža",,56.91408,24.14151,https://saraksti.rigassatiksme.lv,,
1280,,"Doles iela",,56.91584,24.13235,https://saraksti.rigassatiksme.lv,,
1281,,"Doles iela",,56.91595,24.13443,https://saraksti.rigassatiksme.lv,,
5294,,"Jāņa Čakstes gatve",,56.90852,24.14607,https://saraksti.rigassatiksme.lv,,
1264,,"Koku iela",,56.92236,24.09552,https://saraksti.rigassatiksme.lv,,
1269,,"Koku iela",,56.92208,24.09572,https://saraksti.rigassatiksme.lv,,
1277,,"Mazā Stērstu iela",,56.91374,24.11830,https://saraksti.rigassatiksme.lv,,
5295,,"Piena kombināts",,56.91142,24.14508,https://saraksti.rigassatiksme.lv,,
1292,,"Sarma",,56.89581,24.14746,https://saraksti.rigassatiksme.lv,,
1293,,"Sarma",,56.89716,24.14737,https://saraksti.rigassatiksme.lv,,
1274,,"Skaistkalnes iela",,56.91782,24.10387,https://saraksti.rigassatiksme.lv,,
1275,,"Skaistkalnes iela",,56.91795,24.10361,https://saraksti.rigassatiksme.lv,,
1272,,"Stērstu iela/CSDD",,56.91473,24.11341,https://saraksti.rigassatiksme.lv,,
1273,,"Stērstu iela/CSDD",,56.91500,24.11242,https://saraksti.rigassatiksme.lv,,
1286,,"Štrausi",,56.90696,24.14627,https://saraksti.rigassatiksme.lv,,
1287,,"Štrausi",,56.90580,24.14630,https://saraksti.rigassatiksme.lv,,
5424,,"Valdlauču centrs",,56.90251,24.14668,https://saraksti.rigassatiksme.lv,,
1289,,"Valdlauču centrs",,56.90124,24.14673,https://saraksti.rigassatiksme.lv,,
1278,,"Ziepniekkalna iela",,56.91409,24.12139,https://saraksti.rigassatiksme.lv,,
1279,,"Ziepniekkalna iela",,56.91510,24.12282,https://saraksti.rigassatiksme.lv,,
1070,,"Bebru iela",,56.95753,24.02616,https://saraksti.rigassatiksme.lv,,
1087,,"Bebru iela",,56.95743,24.02830,https://saraksti.rigassatiksme.lv,,
0342,,"Berģuciems",,56.97801,24.30995,https://saraksti.rigassatiksme.lv,,
0129,,"Ezerkrasti",,56.97946,24.30557,https://saraksti.rigassatiksme.lv,,
0174,,"Jaunības iela",,56.98564,24.29746,https://saraksti.rigassatiksme.lv,,
0175,,"Jaunības iela",,56.98560,24.29734,https://saraksti.rigassatiksme.lv,,
0241,,"Lejasciema iela",,56.98333,24.30016,https://saraksti.rigassatiksme.lv,,
0240,,"Lejasciema iela",,56.98313,24.30057,https://saraksti.rigassatiksme.lv,,
0258,,"Mākoņu iela",,56.97986,24.30494,https://saraksti.rigassatiksme.lv,,
0390,,"Rožu iela",,56.99773,24.27706,https://saraksti.rigassatiksme.lv,,
0389,,"Rožu iela",,56.99772,24.27688,https://saraksti.rigassatiksme.lv,,
0464,,"Tadenavas iela",,56.98725,24.29476,https://saraksti.rigassatiksme.lv,,
0463,,"Tadenavas iela",,56.98764,24.29430,https://saraksti.rigassatiksme.lv,,
0332,,"Upesciema iela",,56.99008,24.29103,https://saraksti.rigassatiksme.lv,,
0333,,"Upesciema iela",,56.99033,24.29105,https://saraksti.rigassatiksme.lv,,
0021,,"Vējdzirnavu iela",,56.99486,24.28172,https://saraksti.rigassatiksme.lv,,
0022,,"Vējdzirnavu iela",,56.99526,24.28109,https://saraksti.rigassatiksme.lv,,
1514,,"Bebrenes iela",,56.95749,24.29319,https://saraksti.rigassatiksme.lv,,
1527,,"Bebrenes iela",,56.95755,24.29304,https://saraksti.rigassatiksme.lv,,
1512,,"Bērnu slimnīca ""Gaiļezers""",,56.95624,24.25706,https://saraksti.rigassatiksme.lv,,
1529,,"Bērnu slimnīca ""Gaiļezers""",,56.95631,24.25438,https://saraksti.rigassatiksme.lv,,
0188,,"Biķernieku memoriāls",,56.96504,24.20954,https://saraksti.rigassatiksme.lv,,
0187,,"Biķernieku memoriāls",,56.96566,24.20741,https://saraksti.rigassatiksme.lv,,
1513,,"Brekši",,56.95709,24.28788,https://saraksti.rigassatiksme.lv,,
1528,,"Brekši",,56.95725,24.28729,https://saraksti.rigassatiksme.lv,,
1531,,"Burtnieku iela",,56.96967,24.18460,https://saraksti.rigassatiksme.lv,,
1511,,"Ķeguma iela/Stacionārs ""Biķernieki""",,56.96804,24.19391,https://saraksti.rigassatiksme.lv,,
1530,,"Ķeguma iela/Stacionārs ""Biķernieki""",,56.96792,24.19503,https://saraksti.rigassatiksme.lv,,
1510,,"Laimdotas iela",,56.96899,24.18829,https://saraksti.rigassatiksme.lv,,
1515,,"Nautrēnu iela",,56.95925,24.29861,https://saraksti.rigassatiksme.lv,,
1526,,"Nautrēnu iela",,56.95900,24.29753,https://saraksti.rigassatiksme.lv,,
1516,,"Papīrfabrika ""Jugla""",,56.96075,24.30231,https://saraksti.rigassatiksme.lv,,
1525,,"Papīrfabrika ""Jugla""",,56.96082,24.30218,https://saraksti.rigassatiksme.lv,,
0378,,"Ratnieki",,56.95742,24.24000,https://saraksti.rigassatiksme.lv,,
0379a,,"Ratnieki",,56.95803,24.23653,https://saraksti.rigassatiksme.lv,,
0409,,"S.Eizenšteina iela",,56.95951,24.23039,https://saraksti.rigassatiksme.lv,,
0407,,"S.Eizenšteina iela",,56.95910,24.23236,https://saraksti.rigassatiksme.lv,,
0456,,"Struktoru iela",,56.97145,24.17327,https://saraksti.rigassatiksme.lv,,
0465,,"Tālivalža iela",,56.97075,24.17786,https://saraksti.rigassatiksme.lv,,
1509,,"Tālivalža iela",,56.97039,24.17970,https://saraksti.rigassatiksme.lv,,
0196,,"Brāļu Kaudzīšu iela",,56.94045,24.19660,https://saraksti.rigassatiksme.lv,,
0005,,"Dzeņu iela",,56.93912,24.20657,https://saraksti.rigassatiksme.lv,,
0004,,"Dzeņu iela",,56.93943,24.20665,https://saraksti.rigassatiksme.lv,,
1290a,,"Brīvības piemineklis",,56.95243,24.11434,https://saraksti.rigassatiksme.lv,,
1290b,,"Brīvības piemineklis",,56.95214,24.11388,https://saraksti.rigassatiksme.lv,,
0194,,"Esplanāde",,56.95347,24.11597,https://saraksti.rigassatiksme.lv,,
0194b,,"Esplanāde",,56.95384,24.11657,https://saraksti.rigassatiksme.lv,,
0194c,,"Esplanāde",,56.95322,24.11558,https://saraksti.rigassatiksme.lv,,
1490,,"Tērbatas iela",,56.95303,24.11615,https://saraksti.rigassatiksme.lv,,
0006,,"Alfa",,56.98381,24.20178,https://saraksti.rigassatiksme.lv,,
0038,,"Bajāru iela",,56.97635,24.17693,https://saraksti.rigassatiksme.lv,,
0039,,"Bajāru iela",,56.97605,24.17567,https://saraksti.rigassatiksme.lv,,
0227,,"Berģi",,56.99897,24.27358,https://saraksti.rigassatiksme.lv,,
0228,,"Berģi",,56.99927,24.27352,https://saraksti.rigassatiksme.lv,,
0057,,"Brīvdabas muzejs",,56.99625,24.26476,https://saraksti.rigassatiksme.lv,,
0056,,"Brīvdabas muzejs",,56.99662,24.26464,https://saraksti.rigassatiksme.lv,,
0112,,"Dzērbenes iela",,56.98105,24.19237,https://saraksti.rigassatiksme.lv,,
0111,,"Dzērbenes iela",,56.98078,24.19117,https://saraksti.rigassatiksme.lv,,
0419,,"Gustava Zemgala gatve",,56.97371,24.16807,https://saraksti.rigassatiksme.lv,,
0418,,"Gustava Zemgala gatve",,56.97382,24.16873,https://saraksti.rigassatiksme.lv,,
0180,,"Juglas iela",,56.98901,24.23837,https://saraksti.rigassatiksme.lv,,
0181,,"Juglas iela",,56.98996,24.24245,https://saraksti.rigassatiksme.lv,,
0222,,"Krustabaznīcas iela",,56.98231,24.19657,https://saraksti.rigassatiksme.lv,,
0221,,"Krustabaznīcas iela",,56.98191,24.19489,https://saraksti.rigassatiksme.lv,,
0301,,"Mārkalnes iela",,56.98809,24.23085,https://saraksti.rigassatiksme.lv,,
2024,,"Palmu iela",,56.97790,24.18204,https://saraksti.rigassatiksme.lv,,
0455,,"Struktoru iela",,56.97524,24.17341,https://saraksti.rigassatiksme.lv,,
2018,,"Šmerlis",,56.98484,24.20858,https://saraksti.rigassatiksme.lv,,
0436,,"Šmerļa iela",,56.98551,24.20957,https://saraksti.rigassatiksme.lv,,
2018a,,"Šmerļa iela",,56.98510,24.20876,https://saraksti.rigassatiksme.lv,,
0045,,"Tirzas iela",,56.98713,24.22266,https://saraksti.rigassatiksme.lv,,
0399,,"VEF",,56.97107,24.15931,https://saraksti.rigassatiksme.lv,,
0400,,"VEF",,56.97188,24.16271,https://saraksti.rigassatiksme.lv,,
0208,,"Zemitāna laukums",,56.97921,24.18637,https://saraksti.rigassatiksme.lv,,
0207,,"Zemitāna laukums",,56.97918,24.18598,https://saraksti.rigassatiksme.lv,,
0081,,"Cēsu iela",,56.96554,24.14331,https://saraksti.rigassatiksme.lv,,
0080,,"Cēsu iela",,56.96584,24.14369,https://saraksti.rigassatiksme.lv,,
0145,,"Ģertrūdes iela",,56.95676,24.12194,https://saraksti.rigassatiksme.lv,,
7987,,"Ģertrūdes iela",,56.95663,24.12204,https://saraksti.rigassatiksme.lv,,
0219,,"K.Barona iela",,56.96786,24.14997,https://saraksti.rigassatiksme.lv,,
0220,,"K.Barona iela",,56.96789,24.14961,https://saraksti.rigassatiksme.lv,,
2023,,"K.Barona iela",,56.96797,24.15031,https://saraksti.rigassatiksme.lv,,
0269,,"Matīsa iela",,56.96029,24.13050,https://saraksti.rigassatiksme.lv,,
0268,,"Matīsa iela",,56.96027,24.13084,https://saraksti.rigassatiksme.lv,,
2020,,"Matīsa iela",,56.95996,24.12951,https://saraksti.rigassatiksme.lv,,
2021,,"Matīsa iela",,56.96000,24.13012,https://saraksti.rigassatiksme.lv,,
0466,,"Tallinas iela",,56.96246,24.13588,https://saraksti.rigassatiksme.lv,,
0468,,"Tallinas iela",,56.96329,24.13755,https://saraksti.rigassatiksme.lv,,
1494,,"A.Čaka iela",,56.95465,24.13487,https://saraksti.rigassatiksme.lv,,
1496,,"Brīvības iela",,56.95861,24.12709,https://saraksti.rigassatiksme.lv,,
5463,,"Rīgas 1.slimnīca",,56.96008,24.12456,https://saraksti.rigassatiksme.lv,,
1495,,"Tērbatas iela",,56.95704,24.13016,https://saraksti.rigassatiksme.lv,,
1171,,"Vakarbuļļi",,57.00100,23.94337,https://saraksti.rigassatiksme.lv,,
1052,,"Baltegļu iela",,56.97730,24.02667,https://saraksti.rigassatiksme.lv,,
0637,,"Buļļu iela",,56.96477,24.05906,https://saraksti.rigassatiksme.lv,,
1220,,"Buļļu iela",,56.96648,24.05547,https://saraksti.rigassatiksme.lv,,
0615,,"Dzirciema iela",,56.96475,24.05937,https://saraksti.rigassatiksme.lv,,
1221,,"Dzirciema iela",,56.96598,24.05635,https://saraksti.rigassatiksme.lv,,
1208,,"Garā iela",,56.96898,24.05030,https://saraksti.rigassatiksme.lv,,
1209,,"Garā iela",,56.96860,24.05110,https://saraksti.rigassatiksme.lv,,
1051,,"Kleistu iela",,56.97595,24.03262,https://saraksti.rigassatiksme.lv,,
1053,,"Kleistu iela",,56.97577,24.03330,https://saraksti.rigassatiksme.lv,,
1202,,"Lāčupīte",,56.97504,24.03644,https://saraksti.rigassatiksme.lv,,
1203,,"Lāčupīte",,56.97517,24.03637,https://saraksti.rigassatiksme.lv,,
0614,,"Saldus iela",,56.96213,24.06358,https://saraksti.rigassatiksme.lv,,
0638,,"Saldus iela",,56.96168,24.06491,https://saraksti.rigassatiksme.lv,,
1206,,"Saulgožu iela",,56.96970,24.04722,https://saraksti.rigassatiksme.lv,,
1207,,"Spilves iela",,56.96963,24.04860,https://saraksti.rigassatiksme.lv,,
1204,,"Virbu iela",,56.97233,24.04089,https://saraksti.rigassatiksme.lv,,
1205,,"Virbu iela",,56.97152,24.04234,https://saraksti.rigassatiksme.lv,,
2055,,"Jelgavas iela",,56.93174,24.09953,https://saraksti.rigassatiksme.lv,,
1300,,"Ādiņas",,56.87967,24.17285,https://saraksti.rigassatiksme.lv,,
1301,,"Ādiņas",,56.87963,24.17296,https://saraksti.rigassatiksme.lv,,
1303,,"Dzelzskalni",,56.88337,24.18330,https://saraksti.rigassatiksme.lv,,
1306,,"Dzelzskalni",,56.88336,24.18274,https://saraksti.rigassatiksme.lv,,
1304,,"Kalnavoti",,56.88324,24.18980,https://saraksti.rigassatiksme.lv,,
8056,,"Kalnavoti",,56.88315,24.18988,https://saraksti.rigassatiksme.lv,,
1305,,"Katlakalns",,56.88444,24.19306,https://saraksti.rigassatiksme.lv,,
1298,,"Vidēji",,56.87964,24.16770,https://saraksti.rigassatiksme.lv,,
1299,,"Vidēji",,56.87972,24.16765,https://saraksti.rigassatiksme.lv,,
2112,,"Brīvības iela",,56.96305,24.13597,https://saraksti.rigassatiksme.lv,,
0467,,"Tallinas iela",,56.96273,24.13567,https://saraksti.rigassatiksme.lv,,
0033,,"Augstrozes iela",,56.98333,24.16018,https://saraksti.rigassatiksme.lv,,
0315,,"Čiekurkalna 2.šķērslīnija",,56.98264,24.16653,https://saraksti.rigassatiksme.lv,,
0350,,"Čiekurkalna 5.šķērslīnija",,56.98296,24.17354,https://saraksti.rigassatiksme.lv,,
0028,,"Čiekurkalna 8. šķērslīnija",,56.98322,24.18106,https://saraksti.rigassatiksme.lv,,
0316,,"Čiekurkalna 2.šķērslīnija",,56.98552,24.16613,https://saraksti.rigassatiksme.lv,,
0082,,"Čiekurkalna 4.šķērslīnija",,56.98577,24.17099,https://saraksti.rigassatiksme.lv,,
0423,,"Čiekurkalna 6.šķērslīnija",,56.98607,24.17726,https://saraksti.rigassatiksme.lv,,
0104,,"Čiekurkalna 9.šķērslīnija",,56.98635,24.18285,https://saraksti.rigassatiksme.lv,,
1380,,"Dauguļu iela",,56.92144,24.04650,https://saraksti.rigassatiksme.lv,,
1381,,"Dauguļu iela",,56.92144,24.04537,https://saraksti.rigassatiksme.lv,,
0139,,"Ganību dambis",,56.98841,24.12306,https://saraksti.rigassatiksme.lv,,
0140,,"Ganību dambis",,56.98851,24.12278,https://saraksti.rigassatiksme.lv,,
0091,,"Dārzciema iela",,56.93270,24.18190,https://saraksti.rigassatiksme.lv,,
1503,,"Dārzciema iela",,56.94488,24.18275,https://saraksti.rigassatiksme.lv,,
0251,,"Lubānas iela",,56.93201,24.18149,https://saraksti.rigassatiksme.lv,,
0352,,"Pildas iela",,56.94136,24.18163,https://saraksti.rigassatiksme.lv,,
1508,,"Pildas iela",,56.94216,24.18216,https://saraksti.rigassatiksme.lv,,
5469,,"Sesku iela",,56.94533,24.18328,https://saraksti.rigassatiksme.lv,,
0454,,"Strautu iela",,56.93734,24.18209,https://saraksti.rigassatiksme.lv,,
0453,,"Strautu iela",,56.93850,24.18237,https://saraksti.rigassatiksme.lv,,
0094,,"Dārziņi",,56.85944,24.29716,https://saraksti.rigassatiksme.lv,,
0533,,"Dārziņu 27.līnija",,56.86790,24.27810,https://saraksti.rigassatiksme.lv,,
0534,,"Dārziņu 27.līnija",,56.86822,24.27793,https://saraksti.rigassatiksme.lv,,
0538,,"Dārziņu 38.līnija",,56.86107,24.28593,https://saraksti.rigassatiksme.lv,,
0537,,"Dārziņu 38.līnija",,56.86186,24.28457,https://saraksti.rigassatiksme.lv,,
0540,,"Dārziņu 46.līnija",,56.85989,24.29089,https://saraksti.rigassatiksme.lv,,
0541,,"Dārziņu 46.līnija",,56.85995,24.29125,https://saraksti.rigassatiksme.lv,,
0411,,"Sakņu iela",,56.86331,24.28268,https://saraksti.rigassatiksme.lv,,
0410,,"Sakņu iela",,56.86345,24.28237,https://saraksti.rigassatiksme.lv,,
5204,,"Mārupes novada dome",,56.90515,24.05468,https://saraksti.rigassatiksme.lv,,
5205,,"Mārupes novada dome",,56.90608,24.05642,https://saraksti.rigassatiksme.lv,,
5361,,"Mārupītes gatve",,56.90043,24.04630,https://saraksti.rigassatiksme.lv,,
5315,,"Sēļi",,56.89772,24.03515,https://saraksti.rigassatiksme.lv,,
5316,,"Sēļi",,56.89831,24.03807,https://saraksti.rigassatiksme.lv,,
5438,,"Vizmas",,56.89077,24.00673,https://saraksti.rigassatiksme.lv,,
5440,,"Zaigas",,56.89404,24.01939,https://saraksti.rigassatiksme.lv,,
5441,,"Zaigas",,56.89437,24.02165,https://saraksti.rigassatiksme.lv,,
5091,,"Daugavgrīvas iela",,56.94507,24.08178,https://saraksti.rigassatiksme.lv,,
1226,,"Dzegužkalns",,56.96220,24.07116,https://saraksti.rigassatiksme.lv,,
1227,,"Dzegužkalns",,56.96120,24.07073,https://saraksti.rigassatiksme.lv,,
1228,,"Iļģuciems",,56.96578,24.07159,https://saraksti.rigassatiksme.lv,,
1229,,"Iļģuciems",,56.96597,24.07146,https://saraksti.rigassatiksme.lv,,
0612,,"Kliņģeru iela",,56.95329,24.07043,https://saraksti.rigassatiksme.lv,,
0640,,"Kliņģeru iela",,56.95293,24.07030,https://saraksti.rigassatiksme.lv,,
1129,,"Lidoņu iela",,56.97111,24.07343,https://saraksti.rigassatiksme.lv,,
1130,,"Lidoņu iela",,56.97145,24.07331,https://saraksti.rigassatiksme.lv,,
1135,,"Pagrieziens uz Voleriem",,56.98866,24.08296,https://saraksti.rigassatiksme.lv,,
1133,,"Podraga iela",,56.97798,24.07999,https://saraksti.rigassatiksme.lv,,
1134,,"Podraga iela",,56.97855,24.08096,https://saraksti.rigassatiksme.lv,,
1131,,"Spilves lidlauks",,56.97415,24.07559,https://saraksti.rigassatiksme.lv,,
1132,,"Spilves lidlauks",,56.97494,24.07620,https://saraksti.rigassatiksme.lv,,
0613,,"Ūdens iela",,56.95628,24.07041,https://saraksti.rigassatiksme.lv,,
0639,,"Ūdens iela",,56.95523,24.06984,https://saraksti.rigassatiksme.lv,,
1144,,"Beķermuiža",,57.00613,24.07626,https://saraksti.rigassatiksme.lv,,
1145,,"Beķermuiža",,57.00686,24.07580,https://saraksti.rigassatiksme.lv,,
1148,,"Guberņciems",,57.01817,24.05725,https://saraksti.rigassatiksme.lv,,
1149,,"Guberņciems",,57.01836,24.05605,https://saraksti.rigassatiksme.lv,,
1141,,"Pagrieziens uz Voleriem",,56.98923,24.08215,https://saraksti.rigassatiksme.lv,,
1142,,"Voleri",,56.99799,24.07713,https://saraksti.rigassatiksme.lv,,
1143,,"Voleri",,56.99872,24.07723,https://saraksti.rigassatiksme.lv,,
1146,,"Zilā iela",,57.01311,24.06934,https://saraksti.rigassatiksme.lv,,
1147,,"Zilā iela",,57.01163,24.07160,https://saraksti.rigassatiksme.lv,,
0106,,"Duntes iela",,56.99232,24.12559,https://saraksti.rigassatiksme.lv,,
8005,,"Laktas iela",,56.97934,24.13657,https://saraksti.rigassatiksme.lv,,
8006,,"Laktas iela",,56.97830,24.13601,https://saraksti.rigassatiksme.lv,,
0318,,"Ozolaine/Jūras medicīnas centrs",,56.98733,24.13300,https://saraksti.rigassatiksme.lv,,
0317,,"Ozolaine/Jūras medicīnas centrs",,56.98653,24.13385,https://saraksti.rigassatiksme.lv,,
0486,,"Tilta iela",,56.99243,24.12558,https://saraksti.rigassatiksme.lv,,
0482,,"Traumatoloģijas un ortopēdijas slimnīca",,56.98378,24.13604,https://saraksti.rigassatiksme.lv,,
0483,,"Traumatoloģijas un ortopēdijas slimnīca",,56.98292,24.13627,https://saraksti.rigassatiksme.lv,,
7992,,"Vītolu iela",,56.98891,24.13062,https://saraksti.rigassatiksme.lv,,
2016,,"Vītolu iela",,56.99035,24.12953,https://saraksti.rigassatiksme.lv,,
0445,,"Gustava Zemgala gatve",,56.96253,24.17099,https://saraksti.rigassatiksme.lv,,
0161,,"Ilūkstes iela",,56.95550,24.19729,https://saraksti.rigassatiksme.lv,,
0156,,"Ilūkstes iela",,56.95556,24.19890,https://saraksti.rigassatiksme.lv,,
0280,,"Mēbeļu nams",,56.95636,24.19119,https://saraksti.rigassatiksme.lv,,
0279,,"Mēbeļu nams",,56.95668,24.19113,https://saraksti.rigassatiksme.lv,,
0306,,"Nīcgales iela",,56.95969,24.17672,https://saraksti.rigassatiksme.lv,,
